,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
38,El Tunal Argentina,Hydro,Reservoir,PP,AR,10.859872611464969,,,0.0,0.0,0.0,1972.0,1972.0,2072.0,-25.2323,-64.4762,"{nan, nan}","{'GEO': {'GEO-42313'}, 'GPD': {'ARG0000276'}}",374
39,Epec Cassaffousth Argentina,Hydro,Reservoir,PP,AR,17.059872611464968,,,0.0,0.0,0.0,1953.0,1953.0,2053.0,-32.1753,-64.3743,"{nan, nan, nan}","{'GEO': {'GEO-42295'}, 'GPD': {'ARG0000086'}}",121
40,El Tigre Argentina,Hydro,,PP,AR,12.826748869478529,,,0.0,0.0,0.0,1989.0,1989.0,2089.0,-34.61,-68.61357,"{nan, nan}","{'GEO': {'GEO-42312'}, 'GPD': {'ARG0000211'}}",811
41,Epec Fitz Simon Argentina,Hydro,Reservoir,PP,AR,10.366242038216562,,,0.0,0.0,0.0,1943.0,1943.0,2043.0,-32.1784,-64.4207,"{nan, nan, nan}","{'GEO': {'GEO-42296'}, 'GPD': {'ARG0000089'}}",119
42,Epec Los Molinos Argentina,Hydro,Reservoir,PP,AR,55.78025477707006,,,0.0,0.0,0.0,1957.0,1957.0,2057.0,-31.818400000000004,-64.5033,"{nan, nan, nan, nan, nan}","{'GEO': {'GEO-42274'}, 'GPD': {'ARG0000097', 'ARG0000096'}}",20
43,Epec Piedras Moras Argentina,Hydro,Reservoir,PP,AR,6.219745222929936,,,0.0,0.0,0.0,1995.0,1995.0,2095.0,-32.1675,-64.2438,{nan},"{'GEO': {'GEO-42297'}, 'GPD': {'ARG0000099'}}",819
44,Epec Pillar Arturo Zanichelli Argentina,Oil,CCGT,PP,AR,200.08846701596337,,,0.0,0.0,0.0,1963.0,1963.0,2003.0,-31.66766,-63.8337,"{nan, nan, nan, nan}","{'GEO': {'GEO-42239'}, 'GPD': {'ARG0000101'}}",124
45,Epec Rio Cuarto Argentina,Oil,Steam Turbine,PP,AR,29.642735854216795,,,0.0,0.0,0.0,1974.0,1974.0,2014.0,-33.1519,-64.362,"{nan, nan}","{'GEO': {'GEO-42272'}, 'GPD': {'ARG0000103'}}",30
46,Punta Negra Ullum Argentina,Hydro,Run-Of-River,PP,AR,45.99169481872238,,,0.0,0.0,0.0,1976.7083333333333,1976.7083333333333,2076.708333333333,-31.519,-68.816,"{nan, nan}","{'GEO': {'GEO-42262'}, 'GPD': {'ARG0000290'}}",473
47,Escabas Argentina,Hydro,Reservoir,PP,AR,23.694267515923567,,,0.0,0.0,0.0,1956.0,1956.0,2056.0,-27.6589,-65.7633,"{nan, nan, nan}","{'GEO': {'GEO-42304'}, 'GPD': {'ARG0000339'}}",945
48,La Tablada Argentina,Oil,Steam Turbine,PP,AR,20.518331224090687,,,0.0,0.0,0.0,1969.0,1969.0,2009.0,-27.4185,-55.9098,{nan},"{'GEO': {'GEO-42322'}, 'GPD': {'ARG0000222'}}",35
49,San Roque Argentina,Hydro,Reservoir,PP,AR,25.668789808917197,,,0.0,0.0,0.0,1944.0,1944.0,2044.0,-31.3533,-64.3938,"{nan, nan, nan, nan}","{'GEO': {'GEO-45978'}, 'GPD': {'ARG0000107'}}",773
50,Rio Hondo Argentina,Hydro,Reservoir,PP,AR,18.75796178343949,,,0.0,0.0,0.0,1976.0,1976.0,2076.0,-27.5225,-64.8861,"{nan, nan}","{'GEO': {'GEO-42302'}, 'GPD': {'ARG0000332'}}",501
51,Quebrada De Ullum Argentina,Hydro,Reservoir,PP,AR,46.40127388535032,,,0.0,0.0,0.0,1981.0,1981.0,2081.0,-31.474,-68.65,{nan},"{'GEO': {'GEO-42261'}, 'GPD': {'ARG0000299'}}",550
52,La Vina Argentina,Hydro,Reservoir,PP,AR,15.796178343949045,,,0.0,0.0,0.0,1958.0,1958.0,2058.0,-31.8708,-65.0349,"{nan, nan}","{'GEO': {'GEO-42273'}, 'GPD': {'ARG0000094'}}",468
53,Pueblo Viejo Argentina,Hydro,Run-Of-River,PP,AR,14.196793255940026,,,0.0,0.0,0.0,1967.0,1967.0,2067.0,-27.1149,-65.7523,"{nan, nan}","{'GEO': {'GEO-42305'}, 'GPD': {'ARG0000340'}}",947
54,El Cadillal Argentina,Hydro,Reservoir,PP,AR,13.821656050955415,,,0.0,0.0,0.0,1966.0,1966.0,2066.0,-26.6156,-65.1929,"{nan, nan}","{'GEO': {'GEO-42303'}, 'GPD': {'ARG0000338'}}",519
55,Nihuil Argentina,Hydro,,PP,AR,123.99190573829244,,,0.0,0.0,0.0,1968.0,1968.0,2068.0,-34.9909,-68.6233,"{nan, nan, nan, nan, nan, nan}","{'GEO': {'GEO-42307'}, 'GPD': {'ARG0000214'}}",63
56,Nihuil Argentina,Hydro,,PP,AR,19.952720463633263,,,0.0,0.0,0.0,1965.0,1965.0,2065.0,-34.833,-68.5168,{nan},"{'GEO': {'GEO-42309'}, 'GPD': {'ARG0000213'}}",817
57,El Carrizal Argentina,Hydro,Reservoir,PP,AR,16.78343949044586,,,0.0,0.0,0.0,1971.0,1971.0,2071.0,-33.29932,-68.71987,{nan},"{'GEO': {'GEO-45231'}, 'GPD': {'ARG0000196'}}",793
59,Cruz De Piedra Argentina,Oil,Steam Turbine,PP,AR,16.618458788270292,,,0.0,0.0,0.0,1969.0,1969.0,2009.0,-33.0346,-68.7958,{nan},"{'GEO': {'GEO-42320'}, 'GPD': {'ARG0000197'}}",190
60,Argener,CCGT,CCGT,PP,AR,163.0,,,0.0,0.0,0.0,1998.0,1998.0,2038.0,-33.3652,-60.1438,{nan},"{'GGPT': {'L406426'}, 'GPD': {'ARG0000034'}}",52
66,Cacheuta Nueva,Hydro,Reservoir,PP,AR,120.0,,,0.0,0.0,0.0,2002.0,2002.0,2102.0,-33.0291,-69.1109,{nan},"{'GHPT': {'G600022'}, 'GPD': {'ARG0000195'}}",349
67,Urugua,Hydro,Reservoir,PP,AR,120.0,,,0.0,0.0,0.0,1990.0,1990.0,2090.0,-25.8766,-54.5687,{nan},"{'GHPT': {'G600041'}, 'GPD': {'ARG0000228'}}",57
69,Aes Parana,CCGT,CCGT,PP,AR,845.0,,,0.0,0.0,0.0,2001.0,2001.0,2041.0,-33.354957,-60.171573,{nan},"{'GGPT': {'L406701'}, 'GPD': {'ARG0000001'}}",52
70,Bahia Blanca,CCGT,CCGT,PP,AR,620.0,,,0.0,0.0,0.0,1989.0,1989.0,2029.0,-38.7875,-62.2537,"{nan, nan}","{'GGPT': {'L406428'}, 'GPD': {'ARG0000031'}}",28
71,Aes Central Dique Argentina,Oil,Steam Turbine,PP,AR,62.990813690210686,,,0.0,0.0,0.0,1969.0,1969.0,2009.0,-34.8905,-57.9323,"{nan, nan, nan, nan}","{'GEO': {'GEO-42222'}, 'GPD': {'ARG0000157'}}",183
72,Bicentenario,CCGT,CCGT,PP,AR,466.0,,,0.0,0.0,0.0,2010.0,2010.0,2050.0,-31.66766,-63.8337,{nan},"{'GGPT': {'L406456'}, 'GPD': {'ARG0000100'}}",124
73,Cruz Alta,CCGT,CCGT,PP,AR,245.0,,,0.0,0.0,0.0,2017.0,2017.0,2057.0,-26.9944651,-65.1616207,"{nan, nan}","{'GGPT': {'L407729'}, 'GPD': {'ARG0000337'}}",143
74,Ensenada Barragan,CCGT,CCGT,PP,AR,847.0,,,0.0,0.0,0.0,2023.0,2023.0,2063.0,-34.858613,-57.952353,{nan},"{'GGPT': {'L406436'}, 'GPD': {'ARG0000160'}}",183
75,Frias,CCGT,CCGT,PP,AR,60.0,,,0.0,0.0,0.0,2015.0,2015.0,2055.0,-28.6072,-65.1228,{nan},"{'GGPT': {'L406440'}, 'GPD': {'ARG0000329'}}",337
76,Guillermo Brown,CCGT,CCGT,PP,AR,580.0,,,0.0,0.0,0.0,2016.0,2016.0,2056.0,-38.6864839,-62.4185124,"{nan, nan}","{'GGPT': {'L406444'}, 'GPD': {'ARG0000042'}}",561
77,Independencia,CCGT,CCGT,PP,AR,220.0,,,0.0,0.0,0.0,2011.0,2011.0,2051.0,-26.8664525,-65.2241121,"{nan, nan, nan, nan}","{'GGPT': {'L406445'}, 'GPD': {'ARG0000336'}}",521
78,La Plata Cogeneracion,CCGT,CCGT,CHP,AR,218.0,,,0.0,0.0,0.0,1997.0,1997.0,2037.0,-34.8747,-57.91854,"{nan, nan}","{'GGPT': {'L406446'}, 'GPD': {'ARG0000164'}}",183
79,Matheu,CCGT,CCGT,PP,AR,254.0,,,0.0,0.0,0.0,2023.0,2023.0,2063.0,-34.3978044,-58.8371168,"{nan, nan, nan, nan}","{'GGPT': {'L406452'}, 'GPD': {'ARG0000163'}}",181
80,Vuelta De Obligado,CCGT,CCGT,PP,AR,816.0,,,0.0,0.0,0.0,2018.0,2018.0,2058.0,-32.5793661,-60.788444,{nan},"{'GGPT': {'L406474'}, 'GPD': {'ARG0000308'}}",155
81,Aluar Puerto Madryn,CCGT,CCGT,PP,AR,585.0,,,0.0,0.0,0.0,1997.0,1997.0,2037.0,-42.7368,-65.055,"{nan, nan}","{'GGPT': {'L406423'}, 'GEO': {'GEO-42250'}}",851
82,Aes Central San Nicolas Argentina,Oil,,PP,AR,1408.0299530752977,,,0.0,0.0,0.0,1953.0,1953.0,1993.0,-33.35556666666667,-60.172853333333336,"{nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEO': {'GEO-42221', 'GEO-42220'}}",52
83,Cca Mar De Ajo Argentina,Oil,Steam Turbine,PP,AR,31.495406845105343,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-36.7208,-56.694,"{nan, nan}",{'GEO': {'GEO-42256'}},193
84,Cca Villa Gesell Ocgt Argentina,Oil,Steam Turbine,PP,AR,47.24311026765801,,,0.0,0.0,0.0,2006.0,2006.0,2046.0,-37.2479,-56.9966,"{nan, nan, nan}",{'GEO': {'GEO-42253'}},197
85,Central Termica Piedra Buena Argentina,Oil,CCGT,PP,AR,592.8547170843359,0.35,,0.0,0.0,0.0,1989.0,1989.0,2029.0,-38.7875,-62.2537,"{nan, nan}",{'GEO': {'GEO-42233'}},28
86,Comodoro Rivadavia Ct Patagonia Ocgt Argentina,CCGT,CCGT,PP,AR,120.38470599011485,,,0.0,0.0,0.0,1990.0,1990.0,2030.0,-45.815,-67.4436,"{nan, nan, nan, nan, nan, nan}",{'GEO': {'GEO-42276'}},769
87,Epec Central Bicentario Ccgt Argentina,Oil,Steam Turbine,PP,AR,459.4624057403603,0.23506451612903229,,0.0,0.0,0.0,2010.0,2010.0,2050.0,-31.6647,-63.832,"{nan, nan, nan}",{'GEO': {'GEO-42238'}},124
88,Epec Dean Funesthermal Argentina,Oil,Steam Turbine,PP,AR,62.06447819476641,,,0.0,0.0,0.0,1964.0,1964.0,2004.0,-31.3931,-64.2058,"{nan, nan, nan}",{'GEO': {'GEO-42269'}},390
89,Epec Villa Maria Las Playas Argentina,Oil,Steam Turbine,PP,AR,44.46410378132519,,,0.0,0.0,0.0,1971.0,1971.0,2011.0,-32.4311,-63.1927,"{nan, nan, nan}",{'GEO': {'GEO-42271'}},392
90,La Plata Ensenada Chp Argentina,Oil,Steam Turbine,CHP,AR,117.6446079214229,,,0.0,0.0,0.0,1997.0,1997.0,2037.0,-34.8747,-57.91854,{nan},{'GEO': {'GEO-42248'}},183
91,Manuel Belgrano Ccgt Argentina,Oil,Steam Turbine,PP,AR,778.1218161731908,,,0.0,0.0,0.0,2008.0,2008.0,2048.0,-34.1845,-59.006,"{nan, nan, nan}",{'GEO': {'GEO-42230'}},160
92,Nihuil Argentina,Hydro,Reservoir,PP,AR,73.05732484076434,,,0.0,0.0,0.0,1957.0,1957.0,2057.0,-35.02708,-68.67882,"{nan, nan, nan, nan}",{'GEO': {'GEO-42306'}},63
93,Noa Palpala Argentina,Oil,Steam Turbine,PP,AR,32.42174234054962,,,0.0,0.0,0.0,1969.0,1969.0,2009.0,-24.2595,-65.1871,"{nan, nan}",{'GEO': {'GEO-42321'}},716
94,Parana Siderca Ocgt Argentina,Oil,Steam Turbine,CHP,AR,150.9926857574168,,,0.0,0.0,0.0,1998.0,1998.0,2038.0,-33.3652,-60.1438,{nan},{'GEO': {'GEO-42281'}},52
95,Potrerillos Argentina,Hydro,Reservoir,PP,AR,169.80891719745222,,,0.0,0.0,0.0,2002.0,2002.0,2102.0,-32.996,-69.126,"{nan, nan, nan, nan, nan, nan}",{'GEO': {'GEO-42263'}},349
96,Agua Del Cajon Autogenerador Del Mem,Other,,PP,AR,479.2,,,0.0,0.0,0.0,1997.4,1997.4,2002.4,-38.9368,-68.3556,{nan},{'GPD': {'ARG0000231'}},281
97,Almirante Brown,Oil,,PP,AR,25.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-34.8386,-58.4033,{nan},{'GPD': {'ARG0000156'}},127
98,Alto Valle,CCGT,CCGT,PP,AR,97.5,,,0.0,0.0,0.0,1969.0,1969.0,2009.0,-38.9524,-68.0218,{nan},{'GPD': {'ARG0000235'}},5
99,Alumine,Oil,,PP,AR,1.904,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-39.2145,-70.9157,{nan},{'GPD': {'ARG0000242'}},703
100,Alvarez Condarco,Hydro,,PP,AR,50.7,,,0.0,0.0,0.0,2003.0,2003.0,2103.0,-33.0452,-69.0516,{nan},{'GPD': {'ARG0000194'}},168
102,Bandera,Oil,,PP,AR,31.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-23.8219,-64.7847,{nan},{'GPD': {'ARG0000328'}},705
103,Bariloche Puerto Moreno,Oil,,PP,AR,5.736000000000001,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-41.1167,-71.4167,{nan},{'GPD': {'ARG0000266'}},931
104,Bernardo De Irigoyen,Oil,,PP,AR,2.096,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-26.2545,-53.6469,{nan},{'GPD': {'ARG0000220'}},166
105,Caa Cati,Oil,,PP,AR,1.415,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-27.7534,-57.6205,{nan},{'GPD': {'ARG0000116'}},858
106,Cachi,Oil,,PP,AR,1.07,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-25.1089,-66.2106,{nan},{'GPD': {'ARG0000277'}},516
107,Cafayate,Oil,,PP,AR,4.182,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-26.0715,-65.9876,{nan},{'GPD': {'ARG0000278'}},714
108,Capital Catamarca Predio Choya,Oil,,PP,AR,17.478,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-28.466466666666665,-65.78366666666666,"{nan, nan, nan}","{'GPD': {'ARG0000048', 'ARG0000049', 'ARG0000050'}}",736
109,Casa De Piedra,Hydro,,PP,AR,60.0,,,0.0,0.0,0.0,1996.0,1996.0,2096.0,-38.2143,-67.1908,{nan},{'GPD': {'ARG0000183'}},37
110,Central Industrial La Banda,Oil,,PP,AR,11.228,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-38.062,-67.9463,{nan},{'GPD': {'ARG0000319'}},789
111,Central Termica La Banda,CCGT,CCGT,PP,AR,32.0,,,0.0,0.0,0.0,2003.1581818181817,2003.1581818181817,2043.1581818181817,-27.7528,-64.2655,{nan},{'GPD': {'ARG0000330'}},726
112,Central Termica Piquirenda Sa,Oil,,PP,AR,30.44,,,0.0,0.0,0.0,2010.0,2010.0,2050.0,-22.3497,-63.7664,{nan},{'GPD': {'ARG0000284'}},964
113,Central Termica Remedios De Escalada,Oil,,PP,AR,25.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-34.7208,-58.3881,{nan},{'GPD': {'ARG0000155'}},807
114,Central Termoelectrica Manuel Belgrano,CCGT,CCGT,PP,AR,868.2,,,0.0,0.0,0.0,2008.7,2008.7,2048.7,-24.6894,-65.0425,{nan},{'GPD': {'ARG0000043'}},514
115,Chilecito,Oil,,PP,AR,15.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-29.15795,-67.50704999999999,"{nan, nan}","{'GPD': {'ARG0000189', 'ARG0000185'}}",939
117,Cipolletti,Hydro,,PP,AR,5.78,,,0.0,0.0,0.0,1954.0,1954.0,2054.0,-38.9121,-67.9427,{nan},{'GPD': {'ARG0000267'}},558
118,Comandante Andresito,Oil,,PP,AR,2.372,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-25.6669,-54.0419,{nan},{'GPD': {'ARG0000221'}},58
119,Comodoro Rivadavia,CCGT,CCGT,PP,AR,141.02,,,0.0,0.0,0.0,1990.0,1990.0,2030.0,-25.9913,-54.6278,{nan},{'GPD': {'ARG0000072'}},822
121,Corrientes,Oil,,PP,AR,21.4,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-27.4708,-58.8042,"{nan, nan}","{'GPD': {'ARG0000114', 'ARG0000117'}}",505
122,Cruz Del Eje,Oil,,PP,AR,5.052,,,0.0,0.0,0.0,1943.0,1943.0,1983.0,-30.7636,-64.7538,{nan},{'GPD': {'ARG0000087'}},90
123,Ct Alem,Oil,,PP,AR,15.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-43.0907,-65.2298,{nan},{'GPD': {'ARG0000217'}},802
124,Ct Alumine,Oil,,PP,AR,6.3,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-38.8706,-70.5753,{nan},{'GPD': {'ARG0000256'}},703
125,Ct Anatuya,Oil,,PP,AR,30.7,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-28.4431,-62.8569,"{nan, nan}","{'GPD': {'ARG0000333', 'ARG0000334'}}",731
126,Ct Aristobulo Del Valle,Oil,,PP,AR,15.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-27.0922,-54.8625,{nan},{'GPD': {'ARG0000229'}},88
127,Ct Arrecifes,Oil,,PP,AR,20.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-34.0414,-60.1297,{nan},{'GPD': {'ARG0000003'}},869
128,Ct Bariloche,Oil,,PP,AR,20.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-41.1497,-71.2633,{nan},{'GPD': {'ARG0000273'}},931
129,Ct Bell Ville,Oil,,PP,AR,15.62,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-32.6103,-62.6864,{nan},{'GPD': {'ARG0000113'}},451
130,Ct Bragado,CCGT,CCGT,PP,AR,49.8,,,0.0,0.0,0.0,2003.1581818181817,2003.1581818181817,2043.1581818181817,-35.1364,-60.4311,{nan},{'GPD': {'ARG0000023'}},261
131,Ct Capitan Sarmiento,Oil,,PP,AR,5.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-34.1636,-59.7683,{nan},{'GPD': {'ARG0000028'}},530
132,Ct Catamarca,Oil,,PP,AR,26.24,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-28.47195,-65.74610000000001,"{nan, nan}","{'GPD': {'ARG0000055', 'ARG0000054'}}",736
133,Ct Caviahue,Oil,,PP,AR,5.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-38.0528,-70.6136,{nan},{'GPD': {'ARG0000257'}},703
134,Ct Ceres,Oil,,PP,AR,18.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-29.8883,-61.9297,{nan},{'GPD': {'ARG0000314'}},573
135,Ct Charata,Oil,,PP,AR,19.4,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-27.2369,-61.1939,{nan},{'GPD': {'ARG0000065'}},259
136,Ct Cipolletti,Oil,,PP,AR,5.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-38.9133,-67.9414,{nan},{'GPD': {'ARG0000260'}},558
137,Ct Colon Buenos Aires,Oil,,PP,AR,15.3,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-33.9222,-61.0769,{nan},{'GPD': {'ARG0000039'}},371
138,Ct Concepcion Del Uruguay,CCGT,CCGT,PP,AR,41.78,,,0.0,0.0,0.0,2003.1581818181817,2003.1581818181817,2043.1581818181817,-32.4767,-58.2672,{nan},{'GPD': {'ARG0000147'}},443
139,Ct De Julio,CCGT,CCGT,PP,AR,26.0,,,0.0,0.0,0.0,2003.1581818181817,2003.1581818181817,2043.1581818181817,-32.1613,-64.1537,{nan},{'GPD': {'ARG0000110'}},139
140,Ct Ecoenergia Petrobras,Hard Coal,,PP,AR,13.2,,,0.0,0.0,0.0,1990.1666666666667,1990.1666666666667,2035.1666666666667,-38.6871,-62.3961,{nan},{'GPD': {'ARG0000032'}},561
141,Ct Esquina,Oil,,PP,AR,18.715,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-30.032600000000002,-59.53075,"{nan, nan}","{'GPD': {'ARG0000119', 'ARG0000139'}}",509
142,Ct Formosa,Oil,,PP,AR,30.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-26.1764,-58.2094,{nan},{'GPD': {'ARG0000149'}},735
143,Ct General Villegas,Oil,,PP,AR,23.49,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-35.0347,-62.9981,{nan},{'GPD': {'ARG0000004'}},625
144,Ct Goya,Oil,,PP,AR,14.33,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-29.14855,-59.250249999999994,"{nan, nan}","{'GPD': {'ARG0000138', 'ARG0000121'}}",510
145,Ct Industrial Catamarca,Oil,,PP,AR,15.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-28.5339,-65.7997,{nan},{'GPD': {'ARG0000056'}},736
146,Ct Ingeniero Juarez,Oil,,PP,AR,4.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-23.9078,-61.8342,{nan},{'GPD': {'ARG0000152'}},880
147,Ct Isla Verde,Oil,,PP,AR,27.615000000000002,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-33.24235,-62.394800000000004,"{nan, nan}","{'GPD': {'ARG0000091', 'ARG0000083'}}",396
148,Ct Juan Jose Castelli,Oil,,PP,AR,15.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-25.9564,-60.6204,{nan},{'GPD': {'ARG0000059'}},497
149,Ct Junin,Oil,,PP,AR,22.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-34.5708,-60.9161,{nan},{'GPD': {'ARG0000035'}},401
150,Ct La Plata,Oil,,PP,AR,40.4,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-34.9344,-58.016,{nan},{'GPD': {'ARG0000040'}},164
151,Ct La Rioja Delivery,Oil,,PP,AR,19.2,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-29.3811,-66.8325,{nan},{'GPD': {'ARG0000190'}},713
152,Ct La Rioja Sur,Oil,,PP,AR,52.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-29.38155,-66.8322,"{nan, nan}","{'GPD': {'ARG0000191', 'ARG0000188'}}",713
153,Ct Laguna Blanca,Oil,,PP,AR,7.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-25.1286,-58.2597,{nan},{'GPD': {'ARG0000153'}},557
154,Ct Las Armas,CCGT,CCGT,PP,AR,33.77,,,0.0,0.0,0.0,2003.1581818181817,2003.1581818181817,2043.1581818181817,-37.0781,-57.8181,"{nan, nan}","{'GPD': {'ARG0000025', 'ARG0000024'}}",196
155,Ct Las Palmas,Oil,,PP,AR,6.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-27.0289,-58.6997,{nan},{'GPD': {'ARG0000066'}},971
156,Ct Libertador General San Martin,Oil,,PP,AR,15.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-40.8421,-68.0869,{nan},{'GPD': {'ARG0000170'}},9
157,Ct Lincoln,Oil,,PP,AR,15.002,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-34.8578,-61.5206,{nan},{'GPD': {'ARG0000036'}},150
158,Ct Lobos,Oil,,PP,AR,15.686,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-35.1917,-59.0808,{nan},{'GPD': {'ARG0000041'}},665
159,Ct Magdalena,Oil,,PP,AR,25.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-35.1001,-57.4839,{nan},{'GPD': {'ARG0000005'}},149
160,Ct Medanitos Rincon De Los Sauces,Oil,,PP,AR,32.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-37.4102,-68.9,{nan},{'GPD': {'ARG0000258'}},420
161,Ct Miramar,Oil,,PP,AR,20.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-38.2472,-57.8242,{nan},{'GPD': {'ARG0000022'}},338
162,Ct Olavarria,CCGT,CCGT,PP,AR,38.8,,,0.0,0.0,0.0,2003.1581818181817,2003.1581818181817,2043.1581818181817,-36.9439,-60.2361,{nan},{'GPD': {'ARG0000026'}},219
163,Ct Oran,Oil,,PP,AR,15.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-23.1258,-64.3069,{nan},{'GPD': {'ARG0000286'}},941
164,Ct Parana,CCGT,CCGT,PP,AR,40.0,,,0.0,0.0,0.0,2003.1581818181817,2003.1581818181817,2043.1581818181817,-31.7764,-60.4553,{nan},{'GPD': {'ARG0000148'}},411
165,Ct Paso De La Patria,Oil,,PP,AR,7.2,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-27.3236,-58.5667,{nan},{'GPD': {'ARG0000141'}},971
166,Ct Pehuajo,Oil,,PP,AR,22.4,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-35.8336,-61.8758,{nan},{'GPD': {'ARG0000037'}},455
167,Ct Pinamar,CCGT,CCGT,PP,AR,21.0,,,0.0,0.0,0.0,2003.1581818181817,2003.1581818181817,2043.1581818181817,-37.0953,-56.8789,{nan},{'GPD': {'ARG0000027'}},198
168,Ct Pirane,Oil,,PP,AR,16.25,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-25.6786,-59.0756,{nan},{'GPD': {'ARG0000154'}},552
169,Ct Rafaela,Oil,,PP,AR,19.2,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-31.2567,-61.5203,{nan},{'GPD': {'ARG0000315'}},406
170,Ct Realico,Oil,,PP,AR,24.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-35.055,-64.2406,{nan},{'GPD': {'ARG0000184'}},438
171,Ct Saenz Pena,Oil,,PP,AR,35.0,,,0.0,0.0,0.0,1979.8333333333333,1979.8333333333333,2019.8333333333333,-26.81545,-60.411950000000004,"{nan, nan}","{'GPD': {'ARG0000060', 'ARG0000062'}}",497
